vendor_id,quarter,segment,arr_estimate_m,level_band,level_method
V0218,2024Q3,ai_applications,1.171264,1-3M,spend
V0218,2024Q4,ai_applications,1.418326,1-3M,spend
V0218,2025Q1,ai_applications,1.544984,1-3M,spend
V0218,2025Q2,ai_applications,1.345152,1-3M,web
V0218,2025Q3,ai_applications,0.994464,<1M,web
V0218,2025Q4,ai_applications,2.075798,1-3M,spend
V0219,2023Q1,ai_applications,3.0,3-10M,jobs
V0219,2023Q2,ai_applications,3.0,3-10M,jobs
V0219,2023Q3,ai_applications,3.0,3-10M,jobs
V0219,2023Q4,ai_applications,3.0,3-10M,jobs
V0219,2024Q1,ai_applications,3.0,3-10M,jobs
V0219,2024Q2,ai_applications,3.0,3-10M,jobs
V0219,2024Q3,ai_applications,3.0,3-10M,jobs
V0219,2024Q4,ai_applications,3.0,3-10M,jobs
V0219,2025Q1,ai_applications,3.0,3-10M,jobs
V0219,2025Q2,ai_applications,3.0,3-10M,jobs
V0219,2025Q3,ai_applications,3.0,3-10M,jobs
V0219,2025Q4,ai_applications,3.0,3-10M,jobs
V0220,2023Q1,ai_applications,4.039164,3-10M,spend
V0220,2023Q2,ai_applications,3.9043239999999995,3-10M,spend
V0220,2023Q3,ai_applications,5.592408,3-10M,spend
V0220,2023Q4,ai_applications,6.533206,3-10M,spend
V0220,2024Q1,ai_applications,5.428172,3-10M,spend
V0220,2024Q2,ai_applications,9.057688,3-10M,spend
V0220,2024Q3,ai_applications,7.86007,3-10M,spend
V0220,2024Q4,ai_applications,7.922967999999999,3-10M,spend
V0220,2025Q1,ai_applications,8.115276,3-10M,spend
V0220,2025Q2,ai_applications,0.0,<1M,jobs
V0220,2025Q3,ai_applications,0.0,<1M,jobs
V0220,2025Q4,ai_applications,9.599672,3-10M,spend
V0221,2023Q1,ai_applications,0.179808,<1M,web
V0221,2023Q2,ai_applications,0.206784,<1M,web
V0221,2023Q3,ai_applications,0.182016,<1M,web
V0221,2023Q4,ai_applications,0.165504,<1M,web
V0221,2024Q1,ai_applications,0.179616,<1M,web
V0221,2024Q2,ai_applications,0.250176,<1M,web
V0221,2024Q3,ai_applications,0.224352,<1M,web
V0221,2024Q4,ai_applications,0.199392,<1M,web
V0221,2025Q1,ai_applications,0.214656,<1M,web
V0221,2025Q2,ai_applications,0.196704,<1M,web
V0221,2025Q3,ai_applications,0.199824,<1M,web
V0221,2025Q4,ai_applications,0.242592,<1M,web
V0222,2023Q1,ai_applications,22.828598,10-30M,spend
V0222,2023Q2,ai_applications,19.162172,10-30M,spend
V0222,2023Q3,ai_applications,18.919194,10-30M,spend
V0222,2023Q4,ai_applications,28.205652,10-30M,spend
V0222,2024Q1,ai_applications,30.195953999999997,30-100M,spend
V0222,2024Q2,ai_applications,28.437622000000005,10-30M,spend
V0222,2024Q3,ai_applications,28.422882,10-30M,spend
V0222,2024Q4,ai_applications,26.366259999999997,10-30M,spend
V0222,2025Q1,ai_applications,36.613444,30-100M,spend
V0222,2025Q2,ai_applications,87.0,30-100M,jobs
V0222,2025Q3,ai_applications,93.0,30-100M,jobs
V0222,2025Q4,ai_applications,40.172538,30-100M,spend
V0223,2023Q1,ai_applications,27.0,10-30M,jobs
V0223,2023Q2,ai_applications,30.0,30-100M,jobs
V0223,2023Q3,ai_applications,33.0,30-100M,jobs
V0223,2023Q4,ai_applications,0.0,<1M,jobs
V0223,2024Q1,ai_applications,0.0,<1M,jobs
V0223,2024Q2,ai_applications,0.0,<1M,jobs
V0223,2024Q3,ai_applications,0.0,<1M,jobs
V0223,2024Q4,ai_applications,0.0,<1M,jobs
V0223,2025Q1,ai_applications,0.0,<1M,jobs
V0223,2025Q2,ai_applications,0.0,<1M,jobs
V0223,2025Q3,ai_applications,0.0,<1M,jobs
V0223,2025Q4,ai_applications,0.0,<1M,jobs
V0224,2023Q1,ai_applications,3.033182,3-10M,spend
V0224,2023Q2,ai_applications,3.724408,3-10M,spend
V0224,2023Q3,ai_applications,3.475686,3-10M,spend
V0224,2023Q4,ai_applications,3.7328699999999997,3-10M,spend
V0224,2024Q1,ai_applications,4.327976,3-10M,spend
V0224,2024Q2,ai_applications,5.273882,3-10M,spend
V0224,2024Q3,ai_applications,6.8134619999999995,3-10M,spend
V0224,2024Q4,ai_applications,4.770502,3-10M,spend
V0224,2025Q1,ai_applications,7.027061999999999,3-10M,spend
V0224,2025Q2,ai_applications,0.704352,<1M,web
V0224,2025Q3,ai_applications,0.864864,<1M,web
V0224,2025Q4,ai_applications,8.462638,3-10M,spend
V0225,2023Q1,ai_applications,0.505248,<1M,web
V0225,2023Q2,ai_applications,0.574176,<1M,web
V0225,2023Q3,ai_applications,0.662304,<1M,web
V0225,2023Q4,ai_applications,0.755712,<1M,web
V0225,2024Q1,ai_applications,0.961056,<1M,web
V0225,2024Q2,ai_applications,1.054368,1-3M,web
V0225,2024Q3,ai_applications,1.07568,1-3M,web
V0225,2024Q4,ai_applications,1.25424,1-3M,web
V0225,2025Q1,ai_applications,1.738752,1-3M,web
V0225,2025Q2,ai_applications,1.787424,1-3M,web
V0225,2025Q3,ai_applications,1.43664,1-3M,web
V0225,2025Q4,ai_applications,1.686528,1-3M,web
V0226,2023Q1,ai_applications,22.919054,10-30M,spend
V0226,2023Q2,ai_applications,26.084206,10-30M,spend
V0226,2023Q3,ai_applications,21.944824,10-30M,spend
V0226,2023Q4,ai_applications,23.220944,10-30M,spend
V0226,2024Q1,ai_applications,32.586438,30-100M,spend
V0226,2024Q2,ai_applications,32.995324,30-100M,spend
V0226,2024Q3,ai_applications,37.412698,30-100M,spend
V0226,2024Q4,ai_applications,47.96081,30-100M,spend
V0226,2025Q1,ai_applications,58.664266,30-100M,spend
V0226,2025Q2,ai_applications,180.0,>100M,jobs
V0226,2025Q3,ai_applications,225.0,>100M,jobs
V0226,2025Q4,ai_applications,112.99592,>100M,spend
V0227,2023Q1,ai_applications,0.427968,<1M,web
V0227,2023Q2,ai_applications,0.558336,<1M,web
V0227,2023Q3,ai_applications,0.551712,<1M,web
V0227,2023Q4,ai_applications,0.707808,<1M,web
V0227,2024Q1,ai_applications,0.683232,<1M,web
V0227,2024Q2,ai_applications,0.72912,<1M,web
V0227,2024Q3,ai_applications,0.634272,<1M,web
V0227,2024Q4,ai_applications,0.60672,<1M,web
V0227,2025Q1,ai_applications,0.586368,<1M,web
V0227,2025Q2,ai_applications,0.70992,<1M,web
V0227,2025Q3,ai_applications,0.631104,<1M,web
V0227,2025Q4,ai_applications,0.754368,<1M,web
V0228,2023Q1,ai_applications,0.40457799999999994,<1M,spend
V0228,2023Q2,ai_applications,0.45244399999999996,<1M,spend
V0228,2023Q3,ai_applications,0.532236,<1M,spend
V0228,2023Q4,ai_applications,0.5543519999999998,<1M,spend
V0228,2024Q1,ai_applications,0.514196,<1M,spend
V0228,2024Q2,ai_applications,0.565422,<1M,spend
V0228,2024Q3,ai_applications,0.574868,<1M,spend
V0228,2024Q4,ai_applications,0.637902,<1M,spend
V0228,2025Q1,ai_applications,0.919632,<1M,spend
V0228,2025Q2,ai_applications,,no_data,none
V0228,2025Q3,ai_applications,,no_data,none
V0228,2025Q4,ai_applications,,no_data,none
V0229,2023Q1,ai_applications,0.525976,<1M,spend
V0229,2023Q2,ai_applications,0.598298,<1M,spend
V0229,2023Q3,ai_applications,0.641212,<1M,spend
V0229,2023Q4,ai_applications,0.621268,<1M,spend
V0229,2024Q1,ai_applications,0.54935,<1M,spend
V0229,2024Q2,ai_applications,0.701868,<1M,spend
V0229,2024Q3,ai_applications,0.767866,<1M,spend
V0229,2024Q4,ai_applications,0.7776979999999999,<1M,spend
V0229,2025Q1,ai_applications,0.786336,<1M,spend
V0229,2025Q2,ai_applications,1.076448,1-3M,web
V0229,2025Q3,ai_applications,0.7152,<1M,web
V0229,2025Q4,ai_applications,1.01845,1-3M,spend
V0230,2023Q1,ai_applications,3.0,3-10M,jobs
V0230,2023Q2,ai_applications,3.0,3-10M,jobs
V0230,2023Q3,ai_applications,3.0,3-10M,jobs
V0230,2023Q4,ai_applications,6.0,3-10M,jobs
V0230,2024Q1,ai_applications,6.0,3-10M,jobs
V0230,2024Q2,ai_applications,6.0,3-10M,jobs
V0230,2024Q3,ai_applications,6.0,3-10M,jobs
V0230,2024Q4,ai_applications,6.0,3-10M,jobs
V0230,2025Q1,ai_applications,6.0,3-10M,jobs
V0230,2025Q2,ai_applications,9.0,3-10M,jobs
V0230,2025Q3,ai_applications,9.0,3-10M,jobs
V0230,2025Q4,ai_applications,9.0,3-10M,jobs
V0231,2023Q1,ai_applications,13.226884,10-30M,spend
V0231,2023Q2,ai_applications,12.88421,10-30M,spend
V0231,2023Q3,ai_applications,13.342412,10-30M,spend
V0231,2023Q4,ai_applications,10.316416,10-30M,spend
V0231,2024Q1,ai_applications,11.619164,10-30M,spend
V0231,2024Q2,ai_applications,21.025064,10-30M,spend
V0231,2024Q3,ai_applications,23.213906,10-30M,spend
V0231,2024Q4,ai_applications,28.577612,10-30M,spend
V0231,2025Q1,ai_applications,30.495416000000002,30-100M,spend
V0231,2025Q2,ai_applications,0.864768,<1M,web
V0231,2025Q3,ai_applications,1.089888,1-3M,web
V0231,2025Q4,ai_applications,54.727728,30-100M,spend
V0232,2023Q1,ai_applications,0.70754,<1M,spend
V0232,2023Q2,ai_applications,0.888536,<1M,spend
V0232,2023Q3,ai_applications,0.8679799999999999,<1M,spend
V0232,2023Q4,ai_applications,0.9209479999999999,<1M,spend
V0232,2024Q1,ai_applications,0.778184,<1M,spend
V0232,2024Q2,ai_applications,0.871318,<1M,spend
V0232,2024Q3,ai_applications,0.800798,<1M,spend
V0232,2024Q4,ai_applications,0.744034,<1M,spend
V0232,2025Q1,ai_applications,0.653428,<1M,spend
V0232,2025Q2,ai_applications,0.489696,<1M,web
V0232,2025Q3,ai_applications,0.593376,<1M,web
V0232,2025Q4,ai_applications,0.49774399999999996,<1M,spend
V0233,2023Q1,ai_applications,1.725406,1-3M,spend
V0233,2023Q2,ai_applications,1.796388,1-3M,spend
V0233,2023Q3,ai_applications,2.016064,1-3M,spend
V0233,2023Q4,ai_applications,2.083954,1-3M,spend
V0233,2024Q1,ai_applications,2.021534,1-3M,spend
V0233,2024Q2,ai_applications,1.8268619999999998,1-3M,spend
V0233,2024Q3,ai_applications,2.40228,1-3M,spend
V0233,2024Q4,ai_applications,2.74225,1-3M,spend
V0233,2025Q1,ai_applications,3.261654,3-10M,spend
V0233,2025Q2,ai_applications,0.854304,<1M,web
V0233,2025Q3,ai_applications,0.801888,<1M,web
V0233,2025Q4,ai_applications,6.547632,3-10M,spend
V0234,2023Q1,ai_applications,72.0,30-100M,jobs
V0234,2023Q2,ai_applications,81.0,30-100M,jobs
V0234,2023Q3,ai_applications,90.0,30-100M,jobs
V0234,2023Q4,ai_applications,96.0,30-100M,jobs
V0234,2024Q1,ai_applications,0.0,<1M,jobs
V0234,2024Q2,ai_applications,0.0,<1M,jobs
V0234,2024Q3,ai_applications,0.0,<1M,jobs
V0234,2024Q4,ai_applications,0.0,<1M,jobs
V0234,2025Q1,ai_applications,0.0,<1M,jobs
V0234,2025Q2,ai_applications,0.0,<1M,jobs
V0234,2025Q3,ai_applications,0.0,<1M,jobs
V0234,2025Q4,ai_applications,0.0,<1M,jobs
V0235,2023Q1,ai_applications,15.0,10-30M,jobs
V0235,2023Q2,ai_applications,15.0,10-30M,jobs
V0235,2023Q3,ai_applications,15.0,10-30M,jobs
V0235,2023Q4,ai_applications,15.0,10-30M,jobs
V0235,2024Q1,ai_applications,15.0,10-30M,jobs
V0235,2024Q2,ai_applications,15.0,10-30M,jobs
V0235,2024Q3,ai_applications,15.0,10-30M,jobs
V0235,2024Q4,ai_applications,18.0,10-30M,jobs
V0235,2025Q1,ai_applications,18.0,10-30M,jobs
V0235,2025Q2,ai_applications,0.0,<1M,jobs
V0235,2025Q3,ai_applications,0.0,<1M,jobs
V0235,2025Q4,ai_applications,0.0,<1M,jobs
V0236,2023Q1,ai_applications,18.611656,10-30M,spend
V0236,2023Q2,ai_applications,22.441066,10-30M,spend
V0236,2023Q3,ai_applications,23.356602,10-30M,spend
V0236,2023Q4,ai_applications,18.48957,10-30M,spend
V0236,2024Q1,ai_applications,20.418074,10-30M,spend
V0236,2024Q2,ai_applications,29.84559,10-30M,spend
V0236,2024Q3,ai_applications,23.389424,10-30M,spend
V0236,2024Q4,ai_applications,31.465665999999995,30-100M,spend
V0236,2025Q1,ai_applications,33.851478,30-100M,spend
V0236,2025Q2,ai_applications,0.566784,<1M,web
V0236,2025Q3,ai_applications,0.537024,<1M,web
V0236,2025Q4,ai_applications,39.67548,30-100M,spend
V0237,2023Q1,ai_applications,5.73053,3-10M,spend
V0237,2023Q2,ai_applications,6.834489999999999,3-10M,spend
V0237,2023Q3,ai_applications,8.707276,3-10M,spend
V0237,2023Q4,ai_applications,8.040196000000002,3-10M,spend
V0237,2024Q1,ai_applications,8.910302,3-10M,spend
V0237,2024Q2,ai_applications,9.551068,3-10M,spend
V0237,2024Q3,ai_applications,9.969296,3-10M,spend
V0237,2024Q4,ai_applications,10.004576,10-30M,spend
V0237,2025Q1,ai_applications,10.651596,10-30M,spend
V0237,2025Q2,ai_applications,,no_data,none
V0237,2025Q3,ai_applications,,no_data,none
V0237,2025Q4,ai_applications,13.06331,10-30M,spend
V0238,2023Q1,ai_applications,22.922704,10-30M,spend
V0238,2023Q2,ai_applications,26.360785999999997,10-30M,spend
V0238,2023Q3,ai_applications,25.626774,10-30M,spend
V0238,2023Q4,ai_applications,30.026327999999996,30-100M,spend
V0238,2024Q1,ai_applications,23.954878,10-30M,spend
V0238,2024Q2,ai_applications,24.83796,10-30M,spend
V0238,2024Q3,ai_applications,26.902562,10-30M,spend
V0238,2024Q4,ai_applications,22.30645,10-30M,spend
V0238,2025Q1,ai_applications,19.129613999999997,10-30M,spend
V0238,2025Q2,ai_applications,0.0,<1M,jobs
V0238,2025Q3,ai_applications,0.0,<1M,jobs
V0238,2025Q4,ai_applications,16.825036,10-30M,spend
V0239,2023Q1,ai_applications,3.32956,3-10M,spend
V0239,2023Q2,ai_applications,3.076896,3-10M,spend
V0239,2023Q3,ai_applications,2.862322,1-3M,spend
V0239,2023Q4,ai_applications,4.137668,3-10M,spend
V0239,2024Q1,ai_applications,4.11545,3-10M,spend
V0239,2024Q2,ai_applications,5.102058,3-10M,spend
V0239,2024Q3,ai_applications,5.049402,3-10M,spend
V0239,2024Q4,ai_applications,3.728626,3-10M,spend
V0239,2025Q1,ai_applications,6.278356,3-10M,spend
V0239,2025Q2,ai_applications,0.0,<1M,jobs
V0239,2025Q3,ai_applications,0.0,<1M,jobs
V0239,2025Q4,ai_applications,5.642152,3-10M,spend
V0240,2023Q1,ai_applications,0.340704,<1M,web
V0240,2023Q2,ai_applications,0.377664,<1M,web
V0240,2023Q3,ai_applications,0.4104,<1M,web
V0240,2023Q4,ai_applications,0.395712,<1M,web
V0240,2024Q1,ai_applications,0.52464,<1M,web
V0240,2024Q2,ai_applications,0.516672,<1M,web
V0240,2024Q3,ai_applications,0.597696,<1M,web
V0240,2024Q4,ai_applications,0.566016,<1M,web
V0240,2025Q1,ai_applications,0.597888,<1M,web
V0240,2025Q2,ai_applications,0.535968,<1M,web
V0240,2025Q3,ai_applications,0.52896,<1M,web
V0240,2025Q4,ai_applications,0.555264,<1M,web
V0241,2023Q1,ai_applications,2.687148,1-3M,spend
V0241,2023Q2,ai_applications,2.762162,1-3M,spend
V0241,2023Q3,ai_applications,2.578674,1-3M,spend
V0241,2023Q4,ai_applications,3.529218,3-10M,spend
V0241,2024Q1,ai_applications,3.382404,3-10M,spend
V0241,2024Q2,ai_applications,3.198262,3-10M,spend
V0241,2024Q3,ai_applications,4.292522,3-10M,spend
V0241,2024Q4,ai_applications,3.609472,3-10M,spend
V0241,2025Q1,ai_applications,4.78548,3-10M,spend
V0241,2025Q2,ai_applications,0.723552,<1M,web
V0241,2025Q3,ai_applications,0.698784,<1M,web
V0241,2025Q4,ai_applications,5.00069,3-10M,spend
V0242,2023Q1,ai_applications,0.458784,<1M,web
V0242,2023Q2,ai_applications,0.444384,<1M,web
V0242,2023Q3,ai_applications,0.350688,<1M,web
V0242,2023Q4,ai_applications,0.403776,<1M,web
V0242,2024Q1,ai_applications,0.393696,<1M,web
V0242,2024Q2,ai_applications,0.436608,<1M,web
V0242,2024Q3,ai_applications,0.482496,<1M,web
V0242,2024Q4,ai_applications,0.381024,<1M,web
V0242,2025Q1,ai_applications,0.48096,<1M,web
V0242,2025Q2,ai_applications,0.348864,<1M,web
V0242,2025Q3,ai_applications,0.110112,<1M,web
V0242,2025Q4,ai_applications,,no_data,none
V0243,2023Q1,ai_applications,6.831267999999999,3-10M,spend
V0243,2023Q2,ai_applications,5.816038,3-10M,spend
V0243,2023Q3,ai_applications,9.712666,3-10M,spend
V0243,2023Q4,ai_applications,6.926944,3-10M,spend
V0243,2024Q1,ai_applications,7.385167999999999,3-10M,spend
V0243,2024Q2,ai_applications,10.226388,10-30M,spend
V0243,2024Q3,ai_applications,11.509106,10-30M,spend
V0243,2024Q4,ai_applications,11.007388,10-30M,spend
V0243,2025Q1,ai_applications,14.331451999999999,10-30M,spend
V0243,2025Q2,ai_applications,30.0,30-100M,jobs
V0243,2025Q3,ai_applications,33.0,30-100M,jobs
V0243,2025Q4,ai_applications,15.050986000000002,10-30M,spend
V0244,2023Q1,ai_applications,0.26976,<1M,web
V0244,2023Q2,ai_applications,0.336288,<1M,web
V0244,2023Q3,ai_applications,0.36576,<1M,web
V0244,2023Q4,ai_applications,0.356832,<1M,web
V0244,2024Q1,ai_applications,0.319152,<1M,web
V0244,2024Q2,ai_applications,,no_data,none
V0244,2024Q3,ai_applications,,no_data,none
V0244,2024Q4,ai_applications,,no_data,none
V0244,2025Q1,ai_applications,,no_data,none
V0244,2025Q2,ai_applications,,no_data,none
V0244,2025Q3,ai_applications,,no_data,none
V0244,2025Q4,ai_applications,,no_data,none
V0245,2023Q1,ai_applications,,no_data,none
V0245,2023Q2,ai_applications,,no_data,none
V0245,2023Q3,ai_applications,,no_data,none
V0245,2023Q4,ai_applications,,no_data,none
V0245,2024Q1,ai_applications,,no_data,none
V0245,2024Q2,ai_applications,,no_data,none
V0245,2024Q3,ai_applications,,no_data,none
V0245,2024Q4,ai_applications,,no_data,none
V0245,2025Q1,ai_applications,,no_data,none
V0245,2025Q2,ai_applications,,no_data,none
V0245,2025Q3,ai_applications,,no_data,none
V0245,2025Q4,ai_applications,,no_data,none
V0246,2023Q1,ai_applications,1.909982,1-3M,spend
V0246,2023Q2,ai_applications,1.936422,1-3M,spend
V0246,2023Q3,ai_applications,2.364514,1-3M,spend
V0246,2023Q4,ai_applications,1.917486,1-3M,spend
V0246,2024Q1,ai_applications,3.73768,3-10M,spend
V0246,2024Q2,ai_applications,2.4081239999999995,1-3M,spend
V0246,2024Q3,ai_applications,2.415498,1-3M,spend
V0246,2024Q4,ai_applications,2.7827739999999994,1-3M,spend
V0246,2025Q1,ai_applications,2.2121559999999993,1-3M,spend
V0246,2025Q2,ai_applications,0.741504,<1M,web
V0246,2025Q3,ai_applications,0.882144,<1M,web
V0246,2025Q4,ai_applications,2.8017,1-3M,spend
V0247,2023Q1,ai_applications,0.803808,<1M,web
V0247,2023Q2,ai_applications,0.718464,<1M,web
V0247,2023Q3,ai_applications,0.749856,<1M,web
V0247,2023Q4,ai_applications,0.875424,<1M,web
V0247,2024Q1,ai_applications,0.800736,<1M,web
V0247,2024Q2,ai_applications,0.840192,<1M,web
V0247,2024Q3,ai_applications,1.134432,1-3M,web
V0247,2024Q4,ai_applications,1.215072,1-3M,web
V0247,2025Q1,ai_applications,1.633056,1-3M,web
V0247,2025Q2,ai_applications,1.571712,1-3M,web
V0247,2025Q3,ai_applications,2.082816,1-3M,web
V0247,2025Q4,ai_applications,2.845824,1-3M,web
V0248,2023Q1,ai_applications,177.0,>100M,jobs
V0248,2023Q2,ai_applications,189.0,>100M,jobs
V0248,2023Q3,ai_applications,225.0,>100M,jobs
V0248,2023Q4,ai_applications,210.0,>100M,jobs
V0248,2024Q1,ai_applications,267.0,>100M,jobs
V0248,2024Q2,ai_applications,312.0,>100M,jobs
V0248,2024Q3,ai_applications,336.0,>100M,jobs
V0248,2024Q4,ai_applications,387.0,>100M,jobs
V0248,2025Q1,ai_applications,429.0,>100M,jobs
V0248,2025Q2,ai_applications,177.0,>100M,jobs
V0248,2025Q3,ai_applications,189.0,>100M,jobs
V0248,2025Q4,ai_applications,192.0,>100M,jobs
V0249,2023Q1,ai_applications,0.61536,<1M,web
V0249,2023Q2,ai_applications,0.644256,<1M,web
V0249,2023Q3,ai_applications,0.80928,<1M,web
V0249,2023Q4,ai_applications,0.864,<1M,web
V0249,2024Q1,ai_applications,0.847968,<1M,web
V0249,2024Q2,ai_applications,0.777216,<1M,web
V0249,2024Q3,ai_applications,,no_data,none
V0249,2024Q4,ai_applications,,no_data,none
V0249,2025Q1,ai_applications,,no_data,none
V0249,2025Q2,ai_applications,,no_data,none
V0249,2025Q3,ai_applications,,no_data,none
V0249,2025Q4,ai_applications,,no_data,none
V0250,2023Q1,ai_applications,0.227808,<1M,web
V0250,2023Q2,ai_applications,0.25584,<1M,web
V0250,2023Q3,ai_applications,0.201408,<1M,web
V0250,2023Q4,ai_applications,0.259776,<1M,web
V0250,2024Q1,ai_applications,0.273888,<1M,web
V0250,2024Q2,ai_applications,0.281664,<1M,web
V0250,2024Q3,ai_applications,0.347616,<1M,web
V0250,2024Q4,ai_applications,0.332352,<1M,web
V0250,2025Q1,ai_applications,0.31248,<1M,web
V0250,2025Q2,ai_applications,0.388416,<1M,web
V0250,2025Q3,ai_applications,0.34272,<1M,web
V0250,2025Q4,ai_applications,0.44112,<1M,web
V0251,2023Q1,ai_applications,38.721726,30-100M,spend
V0251,2023Q2,ai_applications,50.00977,30-100M,spend
V0251,2023Q3,ai_applications,54.03119399999999,30-100M,spend
V0251,2023Q4,ai_applications,46.713342,30-100M,spend
V0251,2024Q1,ai_applications,66.841766,30-100M,spend
V0251,2024Q2,ai_applications,79.952882,30-100M,spend
V0251,2024Q3,ai_applications,77.167184,30-100M,spend
V0251,2024Q4,ai_applications,74.469938,30-100M,spend
V0251,2025Q1,ai_applications,75.389856,30-100M,spend
V0251,2025Q2,ai_applications,252.0,>100M,jobs
V0251,2025Q3,ai_applications,285.0,>100M,jobs
V0251,2025Q4,ai_applications,110.96736599999998,>100M,spend
V0252,2023Q1,ai_applications,0.219358,<1M,spend
V0252,2023Q2,ai_applications,0.182438,<1M,spend
V0252,2023Q3,ai_applications,0.22851399999999997,<1M,spend
V0252,2023Q4,ai_applications,0.23153,<1M,spend
V0252,2024Q1,ai_applications,0.20841,<1M,spend
V0252,2024Q2,ai_applications,0.232052,<1M,spend
V0252,2024Q3,ai_applications,0.2287,<1M,spend
V0252,2024Q4,ai_applications,0.20014,<1M,spend
V0252,2025Q1,ai_applications,0.21295,<1M,spend
V0252,2025Q2,ai_applications,0.6336,<1M,web
V0252,2025Q3,ai_applications,0.651072,<1M,web
V0252,2025Q4,ai_applications,0.41492799999999996,<1M,spend
V0253,2023Q1,ai_applications,0.715296,<1M,web
V0253,2023Q2,ai_applications,0.839904,<1M,web
V0253,2023Q3,ai_applications,0.63984,<1M,web
V0253,2023Q4,ai_applications,0.764832,<1M,web
V0253,2024Q1,ai_applications,0.801504,<1M,web
V0253,2024Q2,ai_applications,0.810528,<1M,web
V0253,2024Q3,ai_applications,0.843264,<1M,web
V0253,2024Q4,ai_applications,0.666048,<1M,web
V0253,2025Q1,ai_applications,0.647712,<1M,web
V0253,2025Q2,ai_applications,0.662976,<1M,web
V0253,2025Q3,ai_applications,0.575712,<1M,web
V0253,2025Q4,ai_applications,0.552768,<1M,web
V0254,2023Q1,ai_applications,0.789984,<1M,web
V0254,2023Q2,ai_applications,,no_data,none
V0254,2023Q3,ai_applications,,no_data,none
V0254,2023Q4,ai_applications,,no_data,none
V0254,2024Q1,ai_applications,,no_data,none
V0254,2024Q2,ai_applications,,no_data,none
V0254,2024Q3,ai_applications,,no_data,none
V0254,2024Q4,ai_applications,,no_data,none
V0254,2025Q1,ai_applications,,no_data,none
V0254,2025Q2,ai_applications,,no_data,none
V0254,2025Q3,ai_applications,,no_data,none
V0254,2025Q4,ai_applications,,no_data,none
V0255,2023Q1,ai_applications,0.364032,<1M,web
V0255,2023Q2,ai_applications,0.435072,<1M,web
V0255,2023Q3,ai_applications,0.428352,<1M,web
V0255,2023Q4,ai_applications,0.3648,<1M,web
V0255,2024Q1,ai_applications,0.438528,<1M,web
V0255,2024Q2,ai_applications,0.440544,<1M,web
V0255,2024Q3,ai_applications,0.386688,<1M,web
V0255,2024Q4,ai_applications,0.427584,<1M,web
V0255,2025Q1,ai_applications,0.353184,<1M,web
V0255,2025Q2,ai_applications,0.39888,<1M,web
V0255,2025Q3,ai_applications,0.368928,<1M,web
V0255,2025Q4,ai_applications,0.3744,<1M,web
V0256,2023Q1,ai_applications,2.999984,1-3M,spend
V0256,2023Q2,ai_applications,3.61664,3-10M,spend
V0256,2023Q3,ai_applications,4.140104,3-10M,spend
V0256,2023Q4,ai_applications,3.35621,3-10M,spend
V0256,2024Q1,ai_applications,3.3043879999999994,3-10M,spend
V0256,2024Q2,ai_applications,5.089198,3-10M,spend
V0256,2024Q3,ai_applications,4.69534,3-10M,spend
V0256,2024Q4,ai_applications,4.387844,3-10M,spend
V0256,2025Q1,ai_applications,4.10509,3-10M,spend
V0256,2025Q2,ai_applications,0.992736,<1M,web
V0256,2025Q3,ai_applications,0.8472,<1M,web
V0256,2025Q4,ai_applications,4.0086,3-10M,spend
V0257,2023Q1,ai_applications,11.113604,10-30M,spend
V0257,2023Q2,ai_applications,14.757941999999998,10-30M,spend
V0257,2023Q3,ai_applications,13.339466,10-30M,spend
V0257,2023Q4,ai_applications,19.709418,10-30M,spend
V0257,2024Q1,ai_applications,20.901518,10-30M,spend
V0257,2024Q2,ai_applications,25.000062,10-30M,spend
V0257,2024Q3,ai_applications,22.720584,10-30M,spend
V0257,2024Q4,ai_applications,24.079118,10-30M,spend
V0257,2025Q1,ai_applications,21.693544,10-30M,spend
V0257,2025Q2,ai_applications,0.0,<1M,jobs
V0257,2025Q3,ai_applications,0.0,<1M,jobs
V0257,2025Q4,ai_applications,19.054194,10-30M,spend
V0258,2023Q1,ai_applications,12.0,10-30M,jobs
V0258,2023Q2,ai_applications,12.0,10-30M,jobs
V0258,2023Q3,ai_applications,12.0,10-30M,jobs
V0258,2023Q4,ai_applications,18.0,10-30M,jobs
V0258,2024Q1,ai_applications,12.0,10-30M,jobs
V0258,2024Q2,ai_applications,18.0,10-30M,jobs
V0258,2024Q3,ai_applications,18.0,10-30M,jobs
V0258,2024Q4,ai_applications,21.0,10-30M,jobs
V0258,2025Q1,ai_applications,21.0,10-30M,jobs
V0258,2025Q2,ai_applications,24.0,10-30M,jobs
V0258,2025Q3,ai_applications,33.0,30-100M,jobs
V0258,2025Q4,ai_applications,27.0,10-30M,jobs
V0259,2023Q1,ai_applications,0.96672,<1M,web
V0259,2023Q2,ai_applications,0.897312,<1M,web
V0259,2023Q3,ai_applications,1.034304,1-3M,web
V0259,2023Q4,ai_applications,1.066272,1-3M,web
V0259,2024Q1,ai_applications,1.462848,1-3M,web
V0259,2024Q2,ai_applications,1.159104,1-3M,web
V0259,2024Q3,ai_applications,1.088256,1-3M,web
V0259,2024Q4,ai_applications,1.508352,1-3M,web
V0259,2025Q1,ai_applications,1.808544,1-3M,web
V0259,2025Q2,ai_applications,1.713984,1-3M,web
V0259,2025Q3,ai_applications,2.15184,1-3M,web
V0259,2025Q4,ai_applications,2.377728,1-3M,web
