vendor_id,quarter,arr_m,headcount,growth
V0106,2023Q2,14.527051,98,0.032638
V0106,2023Q3,14.945285,100,0.028790
V0106,2023Q4,15.346082,102,0.026818
V0106,2024Q1,15.307816,104,-0.002494
V0106,2024Q2,15.408239,106,0.006560
V0106,2024Q3,14.933942,106,-0.030782
V0106,2024Q4,13.791926,100,-0.076471
V0106,2025Q1,12.409100,94,-0.100263
V0106,2025Q2,11.361957,89,-0.084385
V0106,2025Q3,9.983451,63,-0.121326
V0106,2025Q4,7.244531,44,-0.274346
V0107,2023Q1,2.854793,10,0.013904
V0107,2023Q2,2.898208,10,0.015207
V0107,2023Q3,2.929974,10,0.010961
V0107,2023Q4,2.896804,10,-0.011321
V0107,2024Q1,2.833343,10,-0.021907
V0107,2024Q2,2.726262,10,-0.037793
V0107,2024Q3,2.700700,10,-0.009376
V0107,2024Q4,2.677632,10,-0.008541
V0107,2025Q1,2.634610,10,-0.016067
V0107,2025Q2,2.551141,9,-0.031682
V0107,2025Q3,2.280356,9,-0.106142
V0107,2025Q4,2.099829,8,-0.079166
V0108,2023Q1,25.135205,117,0.003476
V0108,2023Q2,26.586297,121,0.057731
V0108,2023Q3,28.023162,125,0.054045
V0108,2023Q4,28.586144,141,0.020090
V0108,2024Q1,30.864936,159,0.079717
V0108,2024Q2,34.063803,180,0.103641
V0108,2024Q3,37.731434,203,0.107669
V0108,2024Q4,42.021487,230,0.113700
V0108,2025Q1,46.824709,260,0.114304
V0108,2025Q2,51.470055,294,0.099207
V0108,2025Q3,59.784549,332,0.161540
V0108,2025Q4,68.004691,375,0.137496
V0109,2023Q1,1.231481,4,0.088123
V0109,2023Q2,1.345874,5,0.092890
V0109,2023Q3,1.494302,6,0.110284
V0109,2023Q4,1.693463,6,0.133280
V0109,2024Q1,1.895864,7,0.119519
V0109,2024Q2,2.136149,7,0.126742
V0109,2024Q3,2.288687,7,0.071408
V0109,2024Q4,2.276380,7,-0.005377
V0109,2025Q1,2.141071,7,-0.059440
V0109,2025Q2,2.086368,7,-0.025549
V0109,2025Q3,2.017897,7,-0.032818
V0109,2025Q4,1.946042,6,-0.035609
V0110,2023Q1,4.025774,16,0.084178
V0110,2023Q2,4.215690,16,0.047175
V0110,2023Q3,4.340176,17,0.029529
V0110,2023Q4,4.529241,17,0.043562
V0110,2024Q1,4.740061,18,0.046546
V0110,2024Q2,4.885522,22,0.030688
V0110,2024Q3,5.313978,26,0.087699
V0110,2024Q4,6.360051,32,0.196853
V0110,2025Q1,7.725766,39,0.214733
V0110,2025Q2,9.480715,47,0.227155
V0110,2025Q3,11.875194,56,0.252563
V0110,2025Q4,14.826899,68,0.248561
V0111,2023Q1,3.865988,12,0.065491
V0111,2023Q2,4.057785,13,0.049611
V0111,2023Q3,4.318147,13,0.064164
V0111,2023Q4,4.437117,13,0.027551
V0111,2024Q1,4.639321,13,0.045571
V0111,2024Q2,4.834470,14,0.042064
V0111,2024Q3,4.972967,14,0.028648
V0111,2024Q4,4.842290,12,-0.026278
V0111,2025Q1,4.281104,11,-0.115893
V0111,2025Q2,3.825708,9,-0.106373
V0111,2025Q3,3.177221,7,-0.169508
V0111,2025Q4,2.587978,6,-0.185459
V0112,2023Q1,4.428795,23,0.038097
V0112,2023Q2,4.467642,24,0.008772
V0112,2023Q3,4.445317,26,-0.004997
V0112,2023Q4,4.497194,27,0.011670
V0112,2024Q1,4.627766,28,0.029034
V0112,2024Q2,4.708547,30,0.017456
V0112,2024Q3,4.948152,31,0.050887
V0112,2024Q4,5.254955,33,0.062004
V0112,2025Q1,5.572815,35,0.060488
V0112,2025Q2,5.692411,37,0.021461
V0112,2025Q3,5.878683,39,0.032723
V0112,2025Q4,6.125815,41,0.042039
V0113,2023Q1,5.043480,24,0.038495
V0113,2023Q2,5.540256,26,0.098499
V0113,2023Q3,6.109075,28,0.102670
V0113,2023Q4,6.626470,30,0.084693
V0113,2024Q1,7.390268,33,0.115265
V0113,2024Q2,8.283350,35,0.120846
V0113,2024Q3,9.197837,38,0.110401
V0113,2024Q4,10.124462,41,0.100744
V0113,2025Q1,11.207475,45,0.106970
V0113,2025Q2,12.594220,48,0.123734
V0113,2025Q3,13.907764,52,0.104297
V0113,2025Q4,15.139673,57,0.088577
V0114,2023Q1,2.142083,16,0.146431
V0114,2023Q2,2.436432,18,0.137412
V0114,2023Q3,2.779212,21,0.140689
V0114,2023Q4,3.165501,24,0.138992
V0114,2024Q1,3.635795,28,0.148569
V0114,2024Q2,4.176460,31,0.148706
V0114,2024Q3,4.794721,36,0.148035
V0114,2024Q4,5.483724,36,0.143700
V0114,2025Q1,6.040295,36,0.101495
V0114,2025Q2,5.940609,35,-0.016503
V0114,2025Q3,5.976642,35,0.006065
V0114,2025Q4,5.761799,35,-0.035947
V0115,2023Q1,0.394966,2,0.046798
V0115,2023Q2,0.425604,2,0.077571
V0115,2023Q3,0.452778,2,0.063849
V0115,2023Q4,0.471784,2,0.041976
V0115,2024Q1,0.466627,3,-0.010930
V0115,2024Q2,0.480179,3,0.029041
V0115,2024Q3,0.518567,4,0.079945
V0115,2024Q4,0.606249,4,0.169086
V0115,2025Q1,0.731596,5,0.206758
V0115,2025Q2,0.866596,6,0.184529
V0115,2025Q3,1.019262,6,0.176168
V0115,2025Q4,1.177847,8,0.155588
V0116,2023Q1,13.706199,66,0.077177
V0116,2023Q2,14.974945,71,0.092567
V0116,2023Q3,16.416129,76,0.096240
V0116,2023Q4,17.593480,82,0.071719
V0116,2024Q1,18.741079,89,0.065229
V0116,2024Q2,20.597676,96,0.099066
V0116,2024Q3,22.023372,103,0.069216
V0116,2024Q4,23.970940,111,0.088432
V0116,2025Q1,26.741408,120,0.115576
V0116,2025Q2,29.675975,129,0.109739
V0116,2025Q3,32.608295,139,0.098811
V0116,2025Q4,36.377116,150,0.115579
V0117,2023Q1,29.186887,124,0.096037
V0117,2023Q2,31.874010,136,0.092066
V0117,2023Q3,35.606628,149,0.117105
V0117,2023Q4,39.899530,163,0.120565
V0117,2024Q1,45.456787,179,0.139281
V0117,2024Q2,50.503957,196,0.111032
V0117,2024Q3,55.421309,215,0.097366
V0117,2024Q4,60.302382,236,0.088072
V0117,2025Q1,66.196536,258,0.097743
V0117,2025Q2,71.699411,283,0.083129
V0117,2025Q3,79.456381,310,0.108187
V0117,2025Q4,88.115260,340,0.108976
V0118,2023Q1,1.141974,5,0.036477
V0118,2023Q2,1.175774,6,0.029599
V0118,2023Q3,1.283293,7,0.091445
V0118,2023Q4,1.401836,7,0.092374
V0118,2024Q1,1.537827,8,0.097009
V0118,2024Q2,1.672963,9,0.087875
V0118,2024Q3,1.839730,9,0.099684
V0118,2024Q4,1.948797,10,0.059284
V0118,2025Q1,2.021849,11,0.037486
V0118,2025Q2,2.090326,12,0.033868
V0118,2025Q3,2.228529,14,0.066116
V0118,2025Q4,2.440194,15,0.094979
V0119,2023Q1,18.589494,67,0.039780
V0119,2023Q2,19.373219,70,0.042160
V0119,2023Q3,20.192157,73,0.042272
V0119,2023Q4,20.887400,76,0.034431
V0119,2024Q1,21.418050,80,0.025405
V0119,2024Q2,21.922291,84,0.023543
V0119,2024Q3,22.110681,84,0.008594
V0119,2024Q4,21.604446,74,-0.022895
V0119,2025Q1,18.810698,65,-0.129314
V0119,2025Q2,16.856675,57,-0.103878
V0119,2025Q3,13.585538,42,-0.194056
V0119,2025Q4,10.203712,31,-0.248928
V0120,2023Q1,2.109354,9,0.023992
V0120,2023Q2,2.142385,10,0.015659
V0120,2023Q3,2.138007,10,-0.002043
V0120,2023Q4,2.217030,11,0.036961
V0120,2024Q1,2.292870,11,0.034208
V0120,2024Q2,2.410866,11,0.051462
V0120,2024Q3,2.561043,12,0.062292
V0120,2024Q4,2.666466,13,0.041164
V0120,2025Q1,2.849118,15,0.068500
V0120,2025Q2,3.216740,17,0.129030
V0120,2025Q3,3.712349,20,0.154072
V0120,2025Q4,4.264325,23,0.148686
V0121,2023Q1,2.825308,12,0.061382
V0121,2023Q2,2.888469,12,0.022355
V0121,2023Q3,3.022752,13,0.046490
V0121,2023Q4,3.208866,13,0.061571
V0121,2024Q1,3.267222,13,0.018186
V0121,2024Q2,3.386782,14,0.036594
V0121,2024Q3,3.502489,14,0.034164
V0121,2024Q4,3.659244,14,0.044755
V0121,2025Q1,3.690746,16,0.008609
V0121,2025Q2,3.925906,19,0.063716
V0121,2025Q3,4.448876,22,0.133210
V0121,2025Q4,5.056850,25,0.136658
V0122,2023Q1,21.613870,96,-0.028933
V0122,2023Q2,20.870547,97,-0.034391
V0122,2023Q3,20.203897,99,-0.031942
V0122,2023Q4,20.454378,100,0.012398
V0122,2024Q1,20.460440,102,0.000296
V0122,2024Q2,19.991069,102,-0.022940
V0122,2024Q3,19.642641,92,-0.017429
V0122,2024Q4,17.943246,84,-0.086516
V0122,2025Q1,16.456162,76,-0.082877
V0122,2025Q2,14.746647,69,-0.103883
V0122,2025Q3,13.716511,63,-0.069856
V0122,2025Q4,12.566387,57,-0.083850
V0123,2023Q1,22.971826,112,0.068828
V0123,2023Q2,24.427250,123,0.063357
V0123,2023Q3,26.240973,134,0.074250
V0123,2023Q4,28.818089,146,0.098210
V0123,2024Q1,31.133829,160,0.080357
V0123,2024Q2,33.436319,174,0.073955
V0123,2024Q3,37.677934,190,0.126857
V0123,2024Q4,41.855456,208,0.110875
V0123,2025Q1,45.649867,227,0.090655
V0123,2025Q2,49.839620,247,0.091780
V0123,2025Q3,53.161000,270,0.066641
V0123,2025Q4,57.935630,295,0.089815
V0124,2023Q1,2.024283,6,0.047066
V0124,2023Q2,2.137111,7,0.055737
V0124,2023Q3,2.221476,7,0.039477
V0124,2023Q4,2.288481,8,0.030162
V0124,2024Q1,2.411008,10,0.053541
V0124,2024Q2,2.803080,11,0.162618
V0124,2024Q3,3.265796,14,0.165074
V0124,2024Q4,3.810906,16,0.166915
V0124,2025Q1,4.383790,19,0.150328
V0124,2025Q2,5.003006,22,0.141251
V0124,2025Q3,5.740595,26,0.147429
V0124,2025Q4,6.731154,31,0.172553
V0125,2023Q1,8.973264,31,0.080106
V0125,2023Q2,9.806024,33,0.092805
V0125,2023Q3,11.065442,37,0.128433
V0125,2023Q4,12.318158,40,0.113210
V0125,2024Q1,14.090973,44,0.143919
V0125,2024Q2,15.887664,48,0.127506
V0125,2024Q3,18.068332,52,0.137255
V0125,2024Q4,19.964232,57,0.104929
V0125,2025Q1,22.416169,63,0.122817
V0125,2025Q2,24.312424,69,0.084593
V0125,2025Q3,26.598651,75,0.094035
V0125,2025Q4,28.917927,82,0.087195
V0126,2023Q1,7.751627,40,0.068167
V0126,2023Q2,8.209873,41,0.059116
V0126,2023Q3,8.149299,43,-0.007378
V0126,2023Q4,8.332055,45,0.022426
V0126,2024Q1,8.506454,47,0.020931
V0126,2024Q2,8.689290,49,0.021494
V0126,2024Q3,8.887835,49,0.022849
V0126,2024Q4,8.680033,45,-0.023380
V0126,2025Q1,7.714597,41,-0.111225
V0126,2025Q2,7.170343,38,-0.070549
V0126,2025Q3,6.306196,29,-0.120517
V0126,2025Q4,4.735334,22,-0.249098
V0127,2023Q1,10.240140,40,0.014516
V0127,2023Q2,10.389260,41,0.014562
V0127,2023Q3,10.245393,41,-0.013848
V0127,2023Q4,10.120176,41,-0.012222
V0127,2024Q1,9.862794,41,-0.025433
V0127,2024Q2,9.392585,41,-0.047675
V0127,2024Q3,9.148427,39,-0.025995
V0127,2024Q4,8.464829,36,-0.074723
V0127,2025Q1,7.809943,34,-0.077366
V0127,2025Q2,7.109741,32,-0.089655
V0127,2025Q3,6.672777,30,-0.061460
V0127,2025Q4,6.534979,28,-0.020651
V0128,2023Q1,1.120762,7,0.107019
V0128,2023Q2,1.243540,7,0.109549
V0128,2023Q3,1.412966,8,0.136245
V0128,2023Q4,1.582489,9,0.119977
V0128,2024Q1,1.729308,10,0.092777
V0128,2024Q2,1.896573,11,0.096723
V0128,2024Q3,2.069781,12,0.091327
V0128,2024Q4,2.331066,13,0.126238
V0128,2025Q1,2.629606,15,0.128070
V0128,2025Q2,2.951752,15,0.122507
V0128,2025Q3,3.193088,15,0.081760
V0128,2025Q4,3.265174,15,0.022576
V0129,2023Q1,0.955748,3,0.030457
V0129,2023Q2,0.992184,3,0.038123
V0129,2023Q3,1.021900,3,0.029950
V0129,2023Q4,1.081430,3,0.058254
V0129,2024Q1,1.102543,3,0.019524
V0129,2024Q2,1.110740,3,0.007435
V0129,2024Q3,1.006109,3,-0.094200
V0129,2024Q4,0.904716,2,-0.100778
V0129,2025Q1,0.739262,2,-0.182879
V0129,2025Q2,0.522614,1,-0.293060
V0129,2025Q3,0.369874,1,-0.292262
V0129,2025Q4,0.267253,1,-0.277447
V0130,2023Q1,20.674750,100,0.060777
V0130,2023Q2,21.752462,105,0.052127
V0130,2023Q3,22.991519,110,0.056962
V0130,2023Q4,23.389551,115,0.017312
V0130,2024Q1,23.968715,115,0.024762
V0130,2024Q2,24.086901,102,0.004931
V0130,2024Q3,21.697988,90,-0.099179
V0130,2024Q4,19.005869,80,-0.124072
V0130,2025Q1,15.860315,56,-0.165504
V0130,2025Q2,11.089827,39,-0.300781
V0130,2025Q3,7.896294,27,-0.287970
V0130,2025Q4,5.335188,19,-0.324343
V0131,2023Q1,3.707824,11,0.027887
V0131,2023Q2,3.840183,11,0.035697
V0131,2023Q3,3.948923,12,0.028316
V0131,2023Q4,4.031367,12,0.020877
V0131,2024Q1,4.154535,12,0.030552
V0131,2024Q2,4.334196,13,0.043245
V0131,2024Q3,4.342981,15,0.002027
V0131,2024Q4,4.587394,17,0.056278
V0131,2025Q1,5.331752,20,0.162261
V0131,2025Q2,6.246049,24,0.171482
V0131,2025Q3,7.452555,28,0.193163
V0131,2025Q4,8.624383,33,0.157238
V0132,2023Q1,6.215618,29,0.064208
V0132,2023Q2,6.627218,31,0.066220
V0132,2023Q3,7.103464,35,0.071862
V0132,2023Q4,7.669649,38,0.079706
V0132,2024Q1,8.258744,42,0.076808
V0132,2024Q2,8.897325,46,0.077322
V0132,2024Q3,9.618252,50,0.081027
V0132,2024Q4,10.429008,55,0.084293
V0132,2025Q1,10.997800,61,0.054539
V0132,2025Q2,11.531201,67,0.048501
V0132,2025Q3,12.277391,74,0.064711
V0132,2025Q4,13.407705,81,0.092065
V0133,2023Q1,2.504663,10,0.100762
V0133,2023Q2,2.690669,11,0.074264
V0133,2023Q3,2.806863,11,0.043184
V0133,2023Q4,2.938449,12,0.046880
V0133,2024Q1,3.111080,12,0.058749
V0133,2024Q2,3.278707,13,0.053881
V0133,2024Q3,3.369090,14,0.027567
V0133,2024Q4,3.482021,14,0.033520
V0133,2025Q1,3.613225,15,0.037680
V0133,2025Q2,3.658535,15,0.012540
V0133,2025Q3,3.673065,16,0.003972
V0133,2025Q4,3.847979,17,0.047621
V0134,2023Q1,20.359009,57,0.036182
V0134,2023Q2,20.617754,59,0.012709
V0134,2023Q3,21.509218,60,0.043238
V0134,2023Q4,21.988381,62,0.022277
V0134,2024Q1,23.364004,63,0.062561
V0134,2024Q2,25.140871,65,0.076051
V0134,2024Q3,26.354490,66,0.048273
V0134,2024Q4,27.708107,68,0.051362
V0134,2025Q1,28.849366,68,0.041189
V0134,2025Q2,27.975222,60,-0.030300
V0134,2025Q3,25.341341,54,-0.094151
V0134,2025Q4,22.960768,48,-0.093940
V0135,2023Q1,1.451127,5,0.066304
V0135,2023Q2,1.529681,5,0.054133
V0135,2023Q3,1.608572,6,0.051574
V0135,2023Q4,1.699891,6,0.056770
V0135,2024Q1,1.782829,6,0.048790
V0135,2024Q2,1.858639,6,0.042522
V0135,2024Q3,1.944276,6,0.046075
V0135,2024Q4,1.882443,6,-0.031802
V0135,2025Q1,1.867623,5,-0.007873
V0135,2025Q2,1.776520,5,-0.048780
V0135,2025Q3,1.679208,5,-0.054777
V0135,2025Q4,1.569095,4,-0.065575
V0136,2023Q1,20.585987,80,0.049668
V0136,2023Q2,21.515657,81,0.045160
V0136,2023Q3,21.833125,82,0.014755
V0136,2023Q4,21.909626,84,0.003504
V0136,2024Q1,22.423536,85,0.023456
V0136,2024Q2,23.084137,86,0.029460
V0136,2024Q3,23.305637,87,0.009595
V0136,2024Q4,24.006310,88,0.030065
V0136,2025Q1,23.853026,90,-0.006385
V0136,2025Q2,23.719646,90,-0.005592
V0136,2025Q3,24.068116,84,0.014691
V0136,2025Q4,21.745422,80,-0.096505
V0137,2023Q1,3.942197,17,-0.010060
V0137,2023Q2,3.774760,17,-0.042473
V0137,2023Q3,3.609700,17,-0.043727
V0137,2023Q4,3.549098,18,-0.016789
V0137,2024Q1,3.492656,18,-0.015903
V0137,2024Q2,3.477164,18,-0.004436
V0137,2024Q3,3.334075,16,-0.041151
V0137,2024Q4,2.965617,14,-0.110513
V0137,2025Q1,2.360674,10,-0.203985
V0137,2025Q2,1.619508,7,-0.313964
V0137,2025Q3,1.118193,5,-0.309547
V0137,2025Q4,0.775133,4,-0.306799
V0138,2023Q1,3.070512,13,0.001694
V0138,2023Q2,3.180668,13,0.035875
V0138,2023Q3,3.360681,14,0.056596
V0138,2023Q4,3.689235,14,0.097764
V0138,2024Q1,4.006044,15,0.085874
V0138,2024Q2,4.398623,16,0.097997
V0138,2024Q3,4.765135,16,0.083324
V0138,2024Q4,5.035211,17,0.056678
V0138,2025Q1,5.340825,18,0.060695
V0138,2025Q2,5.499879,19,0.029781
V0138,2025Q3,5.732185,20,0.042238
V0138,2025Q4,5.970077,20,0.041501
V0139,2023Q1,7.660534,35,0.075600
V0139,2023Q2,8.316580,36,0.085640
V0139,2023Q3,8.962499,38,0.077666
V0139,2023Q4,9.685709,40,0.080693
V0139,2024Q1,10.641386,42,0.098669
V0139,2024Q2,11.412034,45,0.072420
V0139,2024Q3,11.813236,47,0.035156
V0139,2024Q4,12.102024,49,0.024446
V0139,2025Q1,12.728567,52,0.051772
V0139,2025Q2,13.443718,54,0.056185
V0139,2025Q3,13.771808,57,0.024405
V0139,2025Q4,14.655087,60,0.064137
V0140,2023Q1,1.070473,3,0.036552
V0140,2023Q2,1.093078,3,0.021117
V0140,2023Q3,1.105445,3,0.011314
V0140,2023Q4,1.124428,3,0.017172
V0140,2024Q1,1.164838,4,0.035939
V0140,2024Q2,1.237705,4,0.062555
V0140,2024Q3,1.276161,4,0.031071
V0140,2024Q4,1.336041,4,0.046922
V0140,2025Q1,1.391813,4,0.041744
V0140,2025Q2,1.439195,4,0.034043
V0140,2025Q3,1.451151,4,0.008308
V0140,2025Q4,1.295980,3,-0.106930
V0141,2023Q1,1.521938,5,0.109675
V0141,2023Q2,1.726276,5,0.134262
V0141,2023Q3,1.903104,6,0.102433
V0141,2023Q4,2.078053,6,0.091928
V0141,2024Q1,2.299419,7,0.106525
V0141,2024Q2,2.569808,7,0.117590
V0141,2024Q3,2.763996,7,0.075565
V0141,2024Q4,2.646282,7,-0.042588
V0141,2025Q1,2.522475,7,-0.046785
V0141,2025Q2,2.491762,7,-0.012176
V0141,2025Q3,2.505931,7,0.005687
V0141,2025Q4,2.465474,7,-0.016145
V0142,2023Q1,2.204527,9,0.131610
V0142,2023Q2,2.575284,10,0.168180
V0142,2023Q3,2.965374,12,0.151475
V0142,2023Q4,3.492780,14,0.177855
V0142,2024Q1,4.124100,16,0.180750
V0142,2024Q2,4.716820,18,0.143721
V0142,2024Q3,5.373112,21,0.139139
V0142,2024Q4,6.172164,21,0.148713
V0142,2025Q1,6.937135,21,0.123939
V0142,2025Q2,6.921003,22,-0.002325
V0142,2025Q3,6.894953,22,-0.003764
V0142,2025Q4,7.017939,22,0.017837
V0143,2023Q1,25.275972,111,0.036579
V0143,2023Q2,26.021905,117,0.029512
V0143,2023Q3,27.385017,124,0.052383
V0143,2023Q4,28.340667,131,0.034897
V0143,2024Q1,29.790424,138,0.051155
V0143,2024Q2,31.961654,146,0.072883
V0143,2024Q3,34.065716,155,0.065831
V0143,2024Q4,34.359435,163,0.008622
V0143,2025Q1,36.309149,173,0.056745
V0143,2025Q2,39.226773,182,0.080355
V0143,2025Q3,43.049984,193,0.097464
V0143,2025Q4,47.135805,204,0.094909
V0144,2023Q1,2.299698,11,0.128666
V0144,2023Q2,2.579737,12,0.121772
V0144,2023Q3,2.915537,13,0.130168
V0144,2023Q4,3.243558,15,0.112508
V0144,2024Q1,3.574339,16,0.101981
V0144,2024Q2,3.920590,18,0.096871
V0144,2024Q3,4.433419,19,0.130804
V0144,2024Q4,4.971850,21,0.121448
V0144,2025Q1,5.505170,24,0.107268
V0144,2025Q2,5.938523,26,0.078717
V0144,2025Q3,6.528294,28,0.099313
V0144,2025Q4,7.184241,31,0.100478
V0145,2023Q1,12.449887,29,0.098500
V0145,2023Q2,13.737621,31,0.103433
V0145,2023Q3,14.995433,34,0.091560
V0145,2023Q4,16.342890,36,0.089858
V0145,2024Q1,17.756573,39,0.086501
V0145,2024Q2,19.484732,42,0.097325
V0145,2024Q3,21.476180,46,0.102206
V0145,2024Q4,23.488124,49,0.093683
V0145,2025Q1,25.121850,53,0.069555
V0145,2025Q2,27.417343,57,0.091374
V0145,2025Q3,30.252521,62,0.103408
V0145,2025Q4,32.374535,67,0.070143
V0146,2023Q1,2.699147,14,0.073316
V0146,2023Q2,2.790708,15,0.033922
V0146,2023Q3,2.949467,16,0.056889
V0146,2023Q4,3.209576,18,0.088188
V0146,2024Q1,3.435255,19,0.070314
V0146,2024Q2,3.647766,21,0.061862
V0146,2024Q3,3.983439,22,0.092022
V0146,2024Q4,4.241532,24,0.064792
V0146,2025Q1,4.472002,26,0.054337
V0146,2025Q2,4.747117,28,0.061519
V0146,2025Q3,5.145235,30,0.083865
V0146,2025Q4,5.634698,33,0.095129
V0147,2023Q1,1.001973,4,0.038462
V0147,2023Q2,1.045621,4,0.043561
V0147,2023Q3,1.083859,5,0.036570
V0147,2023Q4,1.109430,5,0.023592
V0147,2024Q1,1.123333,5,0.012532
V0147,2024Q2,1.171636,5,0.043000
V0147,2024Q3,1.218088,5,0.039647
V0147,2024Q4,1.339206,6,0.099433
V0147,2025Q1,1.452599,6,0.084672
V0147,2025Q2,1.525037,6,0.049868
V0147,2025Q3,1.597452,6,0.047484
V0147,2025Q4,1.682214,7,0.053061
V0148,2023Q1,9.745287,69,0.050558
V0148,2023Q2,10.169300,72,0.043510
V0148,2023Q3,10.735709,74,0.055698
V0148,2023Q4,11.727927,78,0.092422
V0148,2024Q1,12.412946,91,0.058409
V0148,2024Q2,13.486064,107,0.086452
V0148,2024Q3,16.021587,125,0.188011
V0148,2024Q4,19.316060,147,0.205627
V0148,2025Q1,23.293080,172,0.205892
V0148,2025Q2,28.277344,202,0.213980
V0148,2025Q3,33.728845,236,0.192787
V0148,2025Q4,39.751967,277,0.178575
V0149,2023Q1,7.319373,27,0.080024
V0149,2023Q2,8.101472,28,0.106853
V0149,2023Q3,9.057483,30,0.118005
V0149,2023Q4,9.565897,32,0.056132
V0149,2024Q1,10.303147,34,0.077071
V0149,2024Q2,10.907849,37,0.058691
V0149,2024Q3,11.135057,39,0.020830
V0149,2024Q4,11.710787,42,0.051704
V0149,2025Q1,12.365997,44,0.055949
V0149,2025Q2,13.039756,47,0.054485
V0149,2025Q3,13.497289,51,0.035088
V0149,2025Q4,13.912068,54,0.030731
V0150,2023Q1,1.578129,7,0.023391
V0150,2023Q2,1.608643,7,0.019336
V0150,2023Q3,1.650951,7,0.026300
V0150,2023Q4,1.688015,8,0.022450
V0150,2024Q1,1.685835,8,-0.001291
V0150,2024Q2,1.667949,8,-0.010610
V0150,2024Q3,1.603430,7,-0.038681
V0150,2024Q4,1.433167,6,-0.106187
V0150,2025Q1,1.276212,5,-0.109517
V0150,2025Q2,1.117707,5,-0.124199
V0150,2025Q3,0.985571,4,-0.118221
V0150,2025Q4,0.833183,4,-0.154619
V0151,2023Q1,37.224916,244,0.050259
V0151,2023Q2,39.190226,258,0.052796
V0151,2023Q3,41.104264,273,0.048840
V0151,2023Q4,43.074524,289,0.047933
V0151,2024Q1,44.332183,306,0.029197
V0151,2024Q2,45.753426,323,0.032059
V0151,2024Q3,48.034787,342,0.049862
V0151,2024Q4,48.855487,362,0.017086
V0151,2025Q1,49.512786,383,0.013454
V0151,2025Q2,50.930672,405,0.028637
V0151,2025Q3,54.633816,428,0.072710
V0151,2025Q4,58.932344,453,0.078679
V0152,2023Q1,6.986002,27,0.094599
V0152,2023Q2,7.490936,29,0.072278
V0152,2023Q3,8.005339,30,0.068670
V0152,2023Q4,8.364252,33,0.044834
V0152,2024Q1,9.031402,35,0.079762
V0152,2024Q2,9.829208,37,0.088337
V0152,2024Q3,10.712740,40,0.089888
V0152,2024Q4,11.699235,42,0.092086
V0152,2025Q1,12.742279,45,0.089155
V0152,2025Q2,13.795654,48,0.082668
V0152,2025Q3,14.909860,51,0.080765
V0152,2025Q4,16.377924,55,0.098463
V0153,2023Q1,8.795734,51,0.027382
V0153,2023Q2,9.239842,53,0.050491
V0153,2023Q3,9.643691,54,0.043707
V0153,2023Q4,9.946901,56,0.031441
V0153,2024Q1,10.404664,57,0.046021
V0153,2024Q2,10.809664,59,0.038925
V0153,2024Q3,10.758714,60,-0.004713
V0153,2024Q4,10.664844,62,-0.008725
V0153,2025Q1,10.319913,64,-0.032343
V0153,2025Q2,10.249068,75,-0.006865
V0153,2025Q3,10.777835,88,0.051592
V0153,2025Q4,12.651470,104,0.173842
V0154,2023Q1,1.307276,3,0.016933
V0154,2023Q2,1.261201,3,-0.035245
V0154,2023Q3,1.235368,3,-0.020482
V0154,2023Q4,1.220227,3,-0.012257
V0154,2024Q1,1.234457,3,0.011662
V0154,2024Q2,1.236251,3,0.001454
V0154,2024Q3,1.220598,4,-0.012662
V0154,2024Q4,1.301020,5,0.065887
V0154,2025Q1,1.514863,6,0.164366
V0154,2025Q2,1.740468,6,0.148928
V0154,2025Q3,1.990995,8,0.143943
V0154,2025Q4,2.290763,9,0.150562
V0155,2023Q1,7.119214,23,0.007736
V0155,2023Q2,7.432768,24,0.044043
V0155,2023Q3,7.730559,24,0.040065
V0155,2023Q4,8.072112,25,0.044182
V0155,2024Q1,8.543547,26,0.058403
V0155,2024Q2,8.773899,31,0.026962
V0155,2024Q3,9.666096,37,0.101688
V0155,2024Q4,11.378253,44,0.177130
V0155,2025Q1,13.397248,53,0.177443
V0155,2025Q2,15.674244,64,0.169960
V0155,2025Q3,19.071589,76,0.216747
V0155,2025Q4,23.633911,91,0.239221
V0156,2023Q1,41.464834,125,0.150153
V0156,2023Q2,48.130283,139,0.160749
V0156,2023Q3,55.646184,155,0.156157
V0156,2023Q4,63.088340,173,0.133741
V0156,2024Q1,70.522175,193,0.117832
V0156,2024Q2,78.643373,216,0.115158
V0156,2024Q3,89.807791,216,0.141963
V0156,2024Q4,96.167397,215,0.070814
V0156,2025Q1,95.920423,214,-0.002568
V0156,2025Q2,98.822003,214,0.030250
V0156,2025Q3,101.961188,213,0.031766
V0156,2025Q4,107.019098,213,0.049606
V0157,2023Q1,1.314034,5,0.044178
V0157,2023Q2,1.371447,5,0.043692
V0157,2023Q3,1.422646,5,0.037332
V0157,2023Q4,1.447144,5,0.017220
V0157,2024Q1,1.429597,5,-0.012125
V0157,2024Q2,1.475740,6,0.032277
V0157,2024Q3,1.500289,6,0.016635
V0157,2024Q4,1.503768,6,0.002319
V0157,2025Q1,1.544667,6,0.027198
V0157,2025Q2,1.552137,6,0.004836
V0157,2025Q3,1.473545,5,-0.050635
V0157,2025Q4,1.303356,5,-0.115496
V0158,2023Q1,10.741530,38,0.065176
V0158,2023Q2,11.318367,39,0.053702
V0158,2023Q3,11.969596,41,0.057537
V0158,2023Q4,12.568196,43,0.050010
V0158,2024Q1,13.018053,50,0.035793
V0158,2024Q2,14.149973,58,0.086950
