txn_id,panelist_id,date,merchant_descriptor,amount,instrument
153306,6800,2023-08-27,PINEFORT CLUB,14.99,card_B
153307,6804,2023-08-27,VANTRY MKTPLC,13.45,card_B
153308,6833,2023-08-27,SNACKPOST MARKET,12.46,wallet_W
153309,6844,2023-08-27,SNACKPOST MARKET,25.53,card_A
153310,6847,2023-08-27,GLIMMERLY,54.43,card_C
153311,6849,2023-08-27,PINEFORT CLUB,14.99,wallet_W
153312,6905,2023-08-27,SNACKPOST MARKET,7.80,card_C
153313,6908,2023-08-27,PINEFORT CLUB,14.99,card_A
153314,6926,2023-08-27,GLIMMERLY,9.97,card_B
153315,6940,2023-08-27,PINEFORT CLUB,14.99,card_C
153316,6971,2023-08-27,PINEFORT CLUB,29.14,wallet_W
153317,7058,2023-08-27,GLIMMERLY,30.13,card_A
153318,7104,2023-08-27,VANTRY MKTPLC,29.94,card_B
153319,7154,2023-08-27,VANTRY MKTPLC,10.38,card_B
153320,7158,2023-08-27,VANTRY MKTPLC,9.77,card_A
153321,7188,2023-08-27,VANTRY MKTPLC,40.61,card_B
153322,7214,2023-08-27,GLIMMERLY,20.78,card_C
153323,7216,2023-08-27,GLIMMERLY,21.61,card_A
153324,7216,2023-08-27,GLIMMERLY,79.38,card_A
153325,7216,2023-08-27,GLIMMERLY,92.25,card_A
153326,7245,2023-08-27,PINEFORT CLUB,73.51,card_B
153327,7271,2023-08-27,PINEFORT CLUB,14.99,card_A
153328,7278,2023-08-27,VANTRY MKTPLC,14.53,card_B
153329,7342,2023-08-27,PINEFORT CLUB,14.99,card_B
153330,7345,2023-08-27,PINEFORT CLUB,14.99,wallet_W
153331,7375,2023-08-27,SNACKPOST MARKET,18.62,card_C
153332,7409,2023-08-27,VANTRY MKTPLC,6.96,card_B
153333,7410,2023-08-27,SNACKPOST MARKET,28.37,card_A
153334,28,2023-08-28,VANTRY MKTPLC,25.98,card_B
153335,175,2023-08-28,VANTRY MKTPLC,8.58,card_B
153336,194,2023-08-28,VANTRY MKTPLC,57.70,card_A
153337,283,2023-08-28,VANTRY MKTPLC,30.96,card_C
153338,329,2023-08-28,GLIMMERLY,37.02,wallet_W
153339,381,2023-08-28,VANTRY MKTPLC,7.70,card_C
153340,452,2023-08-28,VANTRY MKTPLC,30.08,card_A
153341,601,2023-08-28,SNACKPOST MARKET,12.66,card_A
153342,742,2023-08-28,VANTRY MKTPLC,35.17,card_C
153343,853,2023-08-28,GLIMMERLY,144.34,card_C
153344,1189,2023-08-28,GLIMMERLY,14.68,card_B
153345,1247,2023-08-28,VANTRY MKTPLC,64.82,card_A
153346,1267,2023-08-28,GLIMMERLY,19.09,card_C
153347,1270,2023-08-28,VANTRY MKTPLC,11.31,card_B
153348,1346,2023-08-28,VANTRY MKTPLC,31.79,card_A
153349,1352,2023-08-28,VANTRY MKTPLC,65.27,card_C
153350,1367,2023-08-28,VANTRY MKTPLC,32.65,card_A
153351,1385,2023-08-28,SNACKPOST MARKET,31.09,card_B
153352,1418,2023-08-28,SNACKPOST MARKET,4.99,card_B
153353,1504,2023-08-28,GLIMMERLY,96.39,card_B
153354,1523,2023-08-28,PINEFORT CLUB,153.39,card_A
153355,1539,2023-08-28,VANTRY MKTPLC,48.44,wallet_W
153356,1589,2023-08-28,GLIMMERLY,59.30,card_C
153357,1589,2023-08-28,GLIMMERLY,102.69,card_B
153358,1589,2023-08-28,GLIMMERLY,114.38,card_C
153359,1589,2023-08-28,PINEFORT CLUB,45.01,card_C
153360,1597,2023-08-28,VANTRY MKTPLC,49.92,card_A
153361,1655,2023-08-28,GLIMMERLY,35.02,card_A
153362,1683,2023-08-28,VANTRY MKTPLC,24.77,card_A
153363,1773,2023-08-28,GLIMMERLY,121.38,wallet_W
153364,1830,2023-08-28,VANTRY MKTPLC,32.21,wallet_W
153365,1830,2023-08-28,VANTRY MKTPLC,39.12,wallet_W
153366,1860,2023-08-28,SNACKPOST MARKET,16.61,card_A
153367,1887,2023-08-28,GLIMMERLY,59.10,card_B
153368,1959,2023-08-28,SNACKPOST MARKET,5.85,card_A
153369,2001,2023-08-28,PINEFORT CLUB,17.64,card_A
153370,2005,2023-08-28,GLIMMERLY,29.19,card_A
153371,2021,2023-08-28,SNACKPOST MARKET,23.42,card_A
153372,2060,2023-08-28,SNACKPOST MARKET,19.32,card_B
153373,2292,2023-08-28,SNACKPOST MARKET,20.22,card_C
153374,2334,2023-08-28,VANTRY MKTPLC,13.80,card_C
153375,2491,2023-08-28,PINEFORT CLUB,15.58,card_A
153376,2519,2023-08-28,VANTRY MKTPLC,16.95,card_A
153377,2528,2023-08-28,PINEFORT CLUB,32.56,card_C
153378,2537,2023-08-28,VANTRY MKTPLC,12.01,card_B
153379,2576,2023-08-28,PINEFORT CLUB,41.84,card_A
153380,2696,2023-08-28,SNACKPOST MARKET,21.55,card_A
153381,2705,2023-08-28,SNACKPOST MARKET,3.88,wallet_W
153382,2710,2023-08-28,VANTRY MKTPLC,11.74,wallet_W
153383,2712,2023-08-28,VANTRY MKTPLC,33.04,card_A
153384,2728,2023-08-28,PINEFORT CLUB,20.65,card_A
153385,2784,2023-08-28,SNACKPOST MARKET,9.04,card_C
153386,2791,2023-08-28,VANTRY MKTPLC,88.36,card_A
153387,2823,2023-08-28,VANTRY MKTPLC,13.58,card_B
153388,2837,2023-08-28,GLIMMERLY,38.62,card_A
153389,2879,2023-08-28,SNACKPOST MARKET,15.35,card_C
153390,2898,2023-08-28,GLIMMERLY,78.88,wallet_W
153391,2906,2023-08-28,SNACKPOST MARKET,20.42,card_C
153392,2933,2023-08-28,GLIMMERLY,89.10,wallet_W
153393,2933,2023-08-28,SNACKPOST MARKET,11.23,wallet_W
153394,2963,2023-08-28,VANTRY MKTPLC,10.84,card_B
153395,2977,2023-08-28,SNACKPOST MARKET,11.18,card_B
153396,3137,2023-08-28,GLIMMERLY,51.84,card_B
153397,3225,2023-08-28,SNACKPOST MARKET,10.20,card_C
153398,3260,2023-08-28,VANTRY MKTPLC,32.88,card_A
153399,3311,2023-08-28,GLIMMERLY,47.93,card_A
153400,3388,2023-08-28,GLIMMERLY,107.87,card_B
153401,3388,2023-08-28,SNACKPOST MARKET,10.89,card_B
153402,3469,2023-08-28,GLIMMERLY,43.75,card_C
153403,3469,2023-08-28,VANTRY MKTPLC,18.49,card_C
153404,3503,2023-08-28,SNACKPOST MARKET,13.21,card_A
153405,3520,2023-08-28,SNACKPOST MARKET,28.88,card_C
153406,3546,2023-08-28,VANTRY MKTPLC,27.20,card_C
153407,3562,2023-08-28,PINEFORT CLUB,17.68,card_C
153408,3563,2023-08-28,VANTRY MKTPLC,12.91,wallet_W
153409,3580,2023-08-28,VANTRY MKTPLC,34.89,card_B
153410,3599,2023-08-28,GLIMMERLY,53.95,card_B
153411,3604,2023-08-28,VANTRY MKTPLC,13.27,card_A
153412,3640,2023-08-28,GLIMMERLY,44.79,card_C
153413,3640,2023-08-28,VANTRY MKTPLC,20.62,card_B
153414,3663,2023-08-28,GLIMMERLY,41.69,wallet_W
153415,3674,2023-08-28,PINEFORT CLUB,92.06,card_C
153416,3678,2023-08-28,GLIMMERLY,25.46,card_C
153417,3693,2023-08-28,VANTRY MKTPLC,55.99,wallet_W
153418,3708,2023-08-28,VANTRY MKTPLC,13.89,card_A
153419,3711,2023-08-28,PINEFORT CLUB,38.91,card_B
153420,3711,2023-08-28,VANTRY MKTPLC,43.35,card_B
153421,3762,2023-08-28,VANTRY MKTPLC,31.73,card_B
153422,3780,2023-08-28,VANTRY MKTPLC,6.53,card_B
153423,3859,2023-08-28,PINEFORT CLUB,36.73,card_B
153424,3859,2023-08-28,PINEFORT CLUB,55.81,card_B
153425,3885,2023-08-28,GLIMMERLY,28.25,card_B
153426,3918,2023-08-28,VANTRY MKTPLC,73.20,wallet_W
153427,3936,2023-08-28,VANTRY MKTPLC,4.29,card_A
153428,3955,2023-08-28,PINEFORT CLUB,21.39,card_B
153429,3998,2023-08-28,VANTRY MKTPLC,73.53,wallet_W
153430,4037,2023-08-28,GLIMMERLY,128.70,wallet_W
153431,4079,2023-08-28,VANTRY MKTPLC,9.52,card_A
153432,4087,2023-08-28,VANTRY MKTPLC,7.84,wallet_W
153433,4124,2023-08-28,PINEFORT CLUB,27.60,card_B
153434,4142,2023-08-28,SNACKPOST MARKET,9.53,card_B
153435,4197,2023-08-28,VANTRY MKTPLC,19.43,card_A
153436,4212,2023-08-28,PINEFORT CLUB,116.42,card_C
153437,4339,2023-08-28,VANTRY MKTPLC,7.26,card_C
153438,4357,2023-08-28,PINEFORT CLUB,18.70,card_C
153439,4357,2023-08-28,PINEFORT CLUB,25.62,card_A
153440,4406,2023-08-28,VANTRY MKTPLC,55.19,card_A
153441,4453,2023-08-28,SNACKPOST MARKET,22.05,card_A
153442,4453,2023-08-28,VANTRY MKTPLC,13.13,card_A
153443,4467,2023-08-28,SNACKPOST MARKET,31.93,card_B
153444,4515,2023-08-28,PINEFORT CLUB,56.14,card_A
153445,4518,2023-08-28,PINEFORT CLUB,27.88,card_A
153446,4518,2023-08-28,PINEFORT CLUB,89.51,card_A
153447,4519,2023-08-28,PINEFORT CLUB,28.65,card_B
153448,4521,2023-08-28,PINEFORT CLUB,53.47,card_B
153449,4587,2023-08-28,GLIMMERLY,9.14,wallet_W
153450,4587,2023-08-28,SNACKPOST MARKET,16.45,wallet_W
153451,4686,2023-08-28,SNACKPOST MARKET,22.83,card_B
153452,4873,2023-08-28,VANTRY MKTPLC,21.87,card_B
153453,4873,2023-08-28,VANTRY MKTPLC,106.09,card_A
153454,4880,2023-08-28,SNACKPOST MARKET,27.14,card_C
153455,4948,2023-08-28,SNACKPOST MARKET,7.32,card_B
153456,5005,2023-08-28,VANTRY MKTPLC,38.33,card_A
153457,5006,2023-08-28,SNACKPOST MARKET,11.88,card_B
153458,5104,2023-08-28,SNACKPOST MARKET,6.37,card_B
153459,5203,2023-08-28,PINEFORT CLUB,22.05,card_A
153460,5203,2023-08-28,PINEFORT CLUB,24.78,card_A
153461,5210,2023-08-28,PINEFORT CLUB,74.58,card_A
153462,5276,2023-08-28,SNACKPOST MARKET,13.79,card_A
153463,5346,2023-08-28,PINEFORT CLUB,7.95,card_A
153464,5419,2023-08-28,PINEFORT CLUB,48.11,card_B
153465,5422,2023-08-28,SNACKPOST MARKET,13.38,card_A
153466,5424,2023-08-28,PINEFORT CLUB,54.95,card_B
153467,5524,2023-08-28,GLIMMERLY,112.22,card_B
153468,5605,2023-08-28,PINEFORT CLUB,87.28,card_B
153469,5754,2023-08-28,SNACKPOST MARKET,45.94,card_A
153470,5817,2023-08-28,SNACKPOST MARKET,21.00,card_C
153471,5831,2023-08-28,PINEFORT CLUB,23.49,card_C
153472,5950,2023-08-28,VANTRY MKTPLC,25.37,card_A
153473,5977,2023-08-28,VANTRY MKTPLC,57.19,wallet_W
153474,6029,2023-08-28,GLIMMERLY,36.85,card_A
153475,6041,2023-08-28,SNACKPOST MARKET,6.98,wallet_W
153476,6069,2023-08-28,GLIMMERLY,74.37,card_A
153477,6069,2023-08-28,GLIMMERLY,78.70,card_A
153478,6117,2023-08-28,GLIMMERLY,14.23,wallet_W
153479,6165,2023-08-28,VANTRY MKTPLC,57.75,card_B
153480,6176,2023-08-28,VANTRY MKTPLC,26.78,card_A
153481,6207,2023-08-28,VANTRY MKTPLC,12.43,card_A
153482,6214,2023-08-28,VANTRY MKTPLC,38.45,card_A
153483,6308,2023-08-28,GLIMMERLY,63.53,card_B
153484,6390,2023-08-28,VANTRY MKTPLC,33.45,card_B
153485,6400,2023-08-28,VANTRY MKTPLC,23.25,card_C
153486,6449,2023-08-28,SNACKPOST MARKET,31.54,wallet_W
153487,6460,2023-08-28,VANTRY MKTPLC,2.12,card_B
153488,6470,2023-08-28,GLIMMERLY,70.00,wallet_W
153489,6486,2023-08-28,VANTRY MKTPLC,26.06,card_A
153490,6527,2023-08-28,VANTRY MKTPLC,18.84,card_A
153491,6528,2023-08-28,PINEFORT CLUB,51.13,card_B
153492,6539,2023-08-28,SNACKPOST MARKET,15.97,card_B
153493,6558,2023-08-28,VANTRY MKTPLC,11.60,card_B
153494,6568,2023-08-28,VANTRY MKTPLC,13.11,card_B
153495,6589,2023-08-28,VANTRY MKTPLC,40.76,card_C
153496,6609,2023-08-28,VANTRY MKTPLC,41.21,card_A
153497,6688,2023-08-28,GLIMMERLY,35.52,wallet_W
153498,6705,2023-08-28,PINEFORT CLUB,17.03,card_A
153499,6707,2023-08-28,PINEFORT CLUB,10.20,card_B
153500,6743,2023-08-28,GLIMMERLY,20.85,wallet_W
153501,6770,2023-08-28,PINEFORT CLUB,30.05,card_A
153502,6793,2023-08-28,PINEFORT CLUB,31.24,card_A
153503,6808,2023-08-28,SNACKPOST MARKET,32.19,card_A
153504,6871,2023-08-28,SNACKPOST MARKET,7.30,card_B
153505,6907,2023-08-28,VANTRY MKTPLC,35.03,card_A
153506,6908,2023-08-28,PINEFORT CLUB,229.77,card_C
153507,6930,2023-08-28,GLIMMERLY,29.11,card_B
153508,6956,2023-08-28,SNACKPOST MARKET,6.70,card_A
153509,6958,2023-08-28,VANTRY MKTPLC,3.74,wallet_W
153510,7044,2023-08-28,PINEFORT CLUB,59.61,card_A
153511,7054,2023-08-28,PINEFORT CLUB,41.04,card_C
153512,7061,2023-08-28,VANTRY MKTPLC,46.64,card_B
153513,7104,2023-08-28,VANTRY MKTPLC,28.44,card_B
153514,7182,2023-08-28,VANTRY MKTPLC,40.26,card_A
153515,7199,2023-08-28,SNACKPOST MARKET,10.67,card_C
153516,7223,2023-08-28,GLIMMERLY,21.60,card_A
153517,7278,2023-08-28,VANTRY MKTPLC,8.29,card_B
153518,7278,2023-08-28,VANTRY MKTPLC,19.30,card_B
153519,7282,2023-08-28,SNACKPOST MARKET,11.82,card_B
153520,7299,2023-08-28,GLIMMERLY,33.79,card_C
153521,7304,2023-08-28,PINEFORT CLUB,19.06,card_A
153522,7350,2023-08-28,PINEFORT CLUB,25.65,card_A
153523,21,2023-08-29,VANTRY MKTPLC,30.93,card_C
153524,207,2023-08-29,SNACKPOST MARKET,15.95,card_A
153525,381,2023-08-29,VANTRY MKTPLC,25.87,card_B
153526,401,2023-08-29,GLIMMERLY,44.83,card_A
153527,430,2023-08-29,VANTRY MKTPLC,57.55,card_A
153528,477,2023-08-29,GLIMMERLY,89.36,card_C
153529,540,2023-08-29,GLIMMERLY,28.34,card_A
153530,636,2023-08-29,GLIMMERLY,25.89,card_A
153531,708,2023-08-29,SNACKPOST MARKET,16.35,card_C
153532,721,2023-08-29,VANTRY MKTPLC,50.35,card_C
153533,933,2023-08-29,VANTRY MKTPLC,24.36,card_A
153534,948,2023-08-29,SNACKPOST MARKET,6.92,card_A
153535,956,2023-08-29,GLIMMERLY,40.50,card_B
153536,982,2023-08-29,GLIMMERLY,18.01,card_A
153537,1057,2023-08-29,VANTRY MKTPLC,47.35,card_A
153538,1110,2023-08-29,VANTRY MKTPLC,68.13,card_A
153539,1185,2023-08-29,PINEFORT CLUB,45.41,card_B
153540,1212,2023-08-29,VANTRY MKTPLC,21.53,card_A
153541,1227,2023-08-29,PINEFORT CLUB,28.88,card_C
153542,1255,2023-08-29,VANTRY MKTPLC,15.66,card_A
153543,1276,2023-08-29,GLIMMERLY,21.49,card_B
153544,1288,2023-08-29,VANTRY MKTPLC,46.07,card_A
153545,1310,2023-08-29,GLIMMERLY,37.84,card_B
153546,1346,2023-08-29,VANTRY MKTPLC,48.56,card_A
153547,1408,2023-08-29,VANTRY MKTPLC,63.51,card_B
153548,1499,2023-08-29,SNACKPOST MARKET,16.44,card_B
153549,1523,2023-08-29,PINEFORT CLUB,27.72,card_A
153550,1523,2023-08-29,PINEFORT CLUB,46.69,card_A
153551,1608,2023-08-29,GLIMMERLY,23.49,wallet_W
153552,1655,2023-08-29,GLIMMERLY,22.96,card_A
153553,1678,2023-08-29,GLIMMERLY,47.99,card_B
153554,1779,2023-08-29,PINEFORT CLUB,43.78,card_A
153555,1779,2023-08-29,PINEFORT CLUB,45.05,card_A
153556,1815,2023-08-29,VANTRY MKTPLC,15.41,wallet_W
153557,1817,2023-08-29,VANTRY MKTPLC,40.50,card_A
153558,1876,2023-08-29,GLIMMERLY,28.77,card_A
153559,1876,2023-08-29,GLIMMERLY,110.65,card_A
153560,1885,2023-08-29,GLIMMERLY,44.18,card_A
153561,1885,2023-08-29,GLIMMERLY,141.32,card_A
153562,1919,2023-08-29,SNACKPOST MARKET,10.64,card_A
153563,2005,2023-08-29,GLIMMERLY,65.35,card_A
153564,2160,2023-08-29,SNACKPOST MARKET,4.33,card_B
153565,2166,2023-08-29,SNACKPOST MARKET,14.40,wallet_W
153566,2289,2023-08-29,SNACKPOST MARKET,25.09,wallet_W
153567,2348,2023-08-29,PINEFORT CLUB,42.82,card_C
153568,2448,2023-08-29,PINEFORT CLUB,29.96,card_A
153569,2486,2023-08-29,PINEFORT CLUB,25.02,card_A
153570,2502,2023-08-29,GLIMMERLY,7.00,card_A
153571,2538,2023-08-29,VANTRY MKTPLC,15.97,wallet_W
153572,2566,2023-08-29,PINEFORT CLUB,47.70,card_C
153573,2593,2023-08-29,SNACKPOST MARKET,24.83,card_A
153574,2610,2023-08-29,SNACKPOST MARKET,13.28,card_A
153575,2626,2023-08-29,GLIMMERLY,102.43,card_A
153576,2675,2023-08-29,SNACKPOST MARKET,13.78,card_A
153577,2706,2023-08-29,PINEFORT CLUB,32.26,card_A
153578,2722,2023-08-29,VANTRY MKTPLC,29.56,card_A
153579,2740,2023-08-29,SNACKPOST MARKET,41.46,card_A
153580,2875,2023-08-29,PINEFORT CLUB,27.69,wallet_W
153581,2889,2023-08-29,GLIMMERLY,50.14,card_A
153582,2892,2023-08-29,SNACKPOST MARKET,29.28,wallet_W
153583,2898,2023-08-29,GLIMMERLY,16.57,wallet_W
153584,2949,2023-08-29,GLIMMERLY,28.15,wallet_W
153585,2963,2023-08-29,VANTRY MKTPLC,98.52,card_C
153586,3054,2023-08-29,PINEFORT CLUB,19.70,card_A
153587,3079,2023-08-29,PINEFORT CLUB,71.68,card_A
153588,3189,2023-08-29,VANTRY MKTPLC,147.04,card_A
153589,3254,2023-08-29,VANTRY MKTPLC,65.07,card_B
153590,3256,2023-08-29,GLIMMERLY,20.42,wallet_W
153591,3290,2023-08-29,VANTRY MKTPLC,31.85,wallet_W
153592,3315,2023-08-29,GLIMMERLY,31.48,card_A
153593,3331,2023-08-29,SNACKPOST MARKET,18.36,card_B
153594,3334,2023-08-29,PINEFORT CLUB,16.39,card_C
153595,3344,2023-08-29,VANTRY MKTPLC,20.01,card_A
153596,3345,2023-08-29,GLIMMERLY,13.42,card_A
153597,3346,2023-08-29,GLIMMERLY,59.58,card_C
153598,3368,2023-08-29,SNACKPOST MARKET,26.09,card_A
153599,3488,2023-08-29,GLIMMERLY,91.38,card_A
153600,3534,2023-08-29,GLIMMERLY,59.08,card_B
153601,3559,2023-08-29,GLIMMERLY,71.75,wallet_W
153602,3644,2023-08-29,VANTRY MKTPLC,35.57,wallet_W
153603,3658,2023-08-29,SNACKPOST MARKET,10.56,card_A
153604,3669,2023-08-29,GLIMMERLY,32.02,card_C
153605,3671,2023-08-29,VANTRY MKTPLC,60.59,card_A
153606,3678,2023-08-29,VANTRY MKTPLC,17.74,card_B
153607,3739,2023-08-29,VANTRY MKTPLC,13.07,card_B
153608,3744,2023-08-29,PINEFORT CLUB,56.49,card_B
153609,3801,2023-08-29,PINEFORT CLUB,60.49,card_B
153610,3807,2023-08-29,GLIMMERLY,35.82,card_B
153611,3869,2023-08-29,GLIMMERLY,39.98,card_A
153612,3895,2023-08-29,VANTRY MKTPLC,38.25,card_A
153613,3903,2023-08-29,VANTRY MKTPLC,7.79,wallet_W
153614,3934,2023-08-29,VANTRY MKTPLC,17.31,card_C
153615,3960,2023-08-29,SNACKPOST MARKET,43.28,card_A
153616,4067,2023-08-29,PINEFORT CLUB,60.03,card_B
153617,4134,2023-08-29,GLIMMERLY,82.49,card_A
153618,4161,2023-08-29,SNACKPOST MARKET,17.50,card_B
153619,4182,2023-08-29,PINEFORT CLUB,68.64,wallet_W
153620,4184,2023-08-29,PINEFORT CLUB,33.94,card_B
153621,4201,2023-08-29,SNACKPOST MARKET,44.82,card_A
153622,4212,2023-08-29,GLIMMERLY,14.86,card_C
153623,4212,2023-08-29,PINEFORT CLUB,44.30,card_C
153624,4283,2023-08-29,PINEFORT CLUB,37.78,card_B
153625,4285,2023-08-29,VANTRY MKTPLC,41.64,card_A
153626,4404,2023-08-29,VANTRY MKTPLC,79.01,card_A
153627,4456,2023-08-29,GLIMMERLY,28.07,card_A
153628,4492,2023-08-29,SNACKPOST MARKET,9.92,card_C
153629,4516,2023-08-29,VANTRY MKTPLC,25.44,wallet_W
153630,4572,2023-08-29,PINEFORT CLUB,89.04,card_A
153631,4612,2023-08-29,SNACKPOST MARKET,15.54,card_B
153632,4614,2023-08-29,SNACKPOST MARKET,10.99,card_C
153633,4664,2023-08-29,PINEFORT CLUB,22.52,card_B
153634,4685,2023-08-29,GLIMMERLY,67.92,card_B
153635,4685,2023-08-29,GLIMMERLY,113.51,card_B
153636,4732,2023-08-29,PINEFORT CLUB,64.31,card_B
153637,4758,2023-08-29,PINEFORT CLUB,60.26,card_C
153638,4764,2023-08-29,GLIMMERLY,19.49,card_C
153639,4844,2023-08-29,VANTRY MKTPLC,13.81,wallet_W
153640,4858,2023-08-29,VANTRY MKTPLC,13.39,card_C
153641,4888,2023-08-29,VANTRY MKTPLC,35.10,card_B
153642,4893,2023-08-29,PINEFORT CLUB,32.78,card_B
153643,4899,2023-08-29,VANTRY MKTPLC,7.39,card_A
153644,5055,2023-08-29,SNACKPOST MARKET,10.31,card_B
153645,5080,2023-08-29,VANTRY MKTPLC,24.42,card_A
153646,5092,2023-08-29,PINEFORT CLUB,18.35,card_C
153647,5098,2023-08-29,PINEFORT CLUB,21.08,card_B
153648,5148,2023-08-29,PINEFORT CLUB,19.28,card_C
153649,5164,2023-08-29,PINEFORT CLUB,43.79,card_A
153650,5164,2023-08-29,VANTRY MKTPLC,11.80,card_A
153651,5164,2023-08-29,VANTRY MKTPLC,45.47,wallet_W
153652,5200,2023-08-29,VANTRY MKTPLC,13.62,card_B
153653,5218,2023-08-29,VANTRY MKTPLC,53.03,card_A
153654,5366,2023-08-29,GLIMMERLY,50.76,card_A
153655,5384,2023-08-29,SNACKPOST MARKET,9.59,wallet_W
153656,5396,2023-08-29,VANTRY MKTPLC,25.35,card_A
153657,5413,2023-08-29,VANTRY MKTPLC,69.18,card_B
153658,5488,2023-08-29,SNACKPOST MARKET,24.18,wallet_W
153659,5659,2023-08-29,PINEFORT CLUB,236.53,card_B
153660,5765,2023-08-29,VANTRY MKTPLC,21.90,card_A
153661,5851,2023-08-29,GLIMMERLY,120.61,wallet_W
153662,5869,2023-08-29,SNACKPOST MARKET,40.60,card_B
153663,5912,2023-08-29,VANTRY MKTPLC,6.65,wallet_W
153664,5921,2023-08-29,GLIMMERLY,31.00,card_C
153665,5935,2023-08-29,VANTRY MKTPLC,59.83,card_C
153666,5950,2023-08-29,VANTRY MKTPLC,66.89,card_A
153667,5977,2023-08-29,VANTRY MKTPLC,11.36,wallet_W
153668,6014,2023-08-29,PINEFORT CLUB,53.19,card_B
153669,6069,2023-08-29,GLIMMERLY,43.02,card_A
153670,6087,2023-08-29,VANTRY MKTPLC,6.47,wallet_W
153671,6163,2023-08-29,VANTRY MKTPLC,46.11,card_A
153672,6250,2023-08-29,GLIMMERLY,37.81,card_C
153673,6256,2023-08-29,GLIMMERLY,128.19,card_A
153674,6263,2023-08-29,GLIMMERLY,22.54,card_A
153675,6265,2023-08-29,VANTRY MKTPLC,25.65,card_A
153676,6294,2023-08-29,VANTRY MKTPLC,21.93,card_B
153677,6475,2023-08-29,SNACKPOST MARKET,20.40,card_A
153678,6486,2023-08-29,VANTRY MKTPLC,30.90,card_B
153679,6504,2023-08-29,GLIMMERLY,16.09,card_B
153680,6569,2023-08-29,VANTRY MKTPLC,13.97,card_C
153681,6569,2023-08-29,VANTRY MKTPLC,131.39,card_A
153682,6579,2023-08-29,GLIMMERLY,35.54,card_B
153683,6622,2023-08-29,VANTRY MKTPLC,10.85,card_B
153684,6645,2023-08-29,VANTRY MKTPLC,13.34,card_C
153685,6666,2023-08-29,VANTRY MKTPLC,10.11,card_B
153686,6749,2023-08-29,PINEFORT CLUB,17.67,card_B
153687,6754,2023-08-29,PINEFORT CLUB,14.83,card_A
153688,6779,2023-08-29,GLIMMERLY,4.73,card_C
153689,6808,2023-08-29,VANTRY MKTPLC,17.51,card_A
153690,6808,2023-08-29,VANTRY MKTPLC,106.08,card_C
153691,6849,2023-08-29,PINEFORT CLUB,21.77,wallet_W
153692,6888,2023-08-29,GLIMMERLY,80.59,card_B
153693,6895,2023-08-29,VANTRY MKTPLC,14.99,card_A
153694,6922,2023-08-29,VANTRY MKTPLC,12.42,card_B
153695,6932,2023-08-29,SNACKPOST MARKET,32.59,card_B
153696,6945,2023-08-29,GLIMMERLY,30.24,card_C
153697,6980,2023-08-29,VANTRY MKTPLC,56.43,card_A
153698,6984,2023-08-29,SNACKPOST MARKET,10.22,card_C
153699,7019,2023-08-29,SNACKPOST MARKET,71.53,card_A
153700,7023,2023-08-29,SNACKPOST MARKET,18.48,wallet_W
153701,7032,2023-08-29,PINEFORT CLUB,23.93,card_C
153702,7037,2023-08-29,PINEFORT CLUB,21.99,card_B
153703,7124,2023-08-29,GLIMMERLY,94.51,wallet_W
153704,7147,2023-08-29,GLIMMERLY,34.86,card_B
153705,7147,2023-08-29,GLIMMERLY,106.15,card_A
153706,7223,2023-08-29,GLIMMERLY,69.36,card_A
153707,7327,2023-08-29,PINEFORT CLUB,30.28,card_A
153708,7328,2023-08-29,SNACKPOST MARKET,20.85,card_B
153709,7335,2023-08-29,VANTRY MKTPLC,46.34,card_B
153710,7345,2023-08-29,SNACKPOST MARKET,6.89,wallet_W
153711,3,2023-08-30,VANTRY MKTPLC,25.17,card_A
153712,37,2023-08-30,VANTRY MKTPLC,33.40,card_C
153713,72,2023-08-30,VANTRY MKTPLC,22.92,card_A
153714,99,2023-08-30,PINEFORT CLUB,94.41,card_A
153715,166,2023-08-30,PINEFORT CLUB,90.77,card_C
153716,180,2023-08-30,VANTRY MKTPLC,39.13,card_A
153717,207,2023-08-30,GLIMMERLY,30.57,card_A
153718,283,2023-08-30,VANTRY MKTPLC,8.22,card_C
153719,290,2023-08-30,SNACKPOST MARKET,12.31,card_A
153720,359,2023-08-30,GLIMMERLY,65.55,card_A
153721,359,2023-08-30,GLIMMERLY,89.64,card_A
153722,373,2023-08-30,VANTRY MKTPLC,9.61,card_A
153723,381,2023-08-30,VANTRY MKTPLC,24.65,card_C
153724,402,2023-08-30,VANTRY MKTPLC,26.65,card_A
153725,451,2023-08-30,VANTRY MKTPLC,22.54,card_C
153726,515,2023-08-30,VANTRY MKTPLC,14.35,card_A
153727,537,2023-08-30,GLIMMERLY,39.05,card_B
153728,622,2023-08-30,GLIMMERLY,93.22,wallet_W
153729,653,2023-08-30,SNACKPOST MARKET,5.65,card_B
153730,683,2023-08-30,PINEFORT CLUB,15.51,card_C
153731,918,2023-08-30,VANTRY MKTPLC,48.52,card_C
153732,956,2023-08-30,VANTRY MKTPLC,15.91,card_B
153733,963,2023-08-30,SNACKPOST MARKET,12.59,card_A
153734,982,2023-08-30,SNACKPOST MARKET,10.86,card_A
153735,1028,2023-08-30,GLIMMERLY,79.47,card_B
153736,1077,2023-08-30,SNACKPOST MARKET,17.13,card_B
153737,1095,2023-08-30,VANTRY MKTPLC,24.95,card_B
153738,1151,2023-08-30,GLIMMERLY,41.55,card_A
